,egg_id,nest,nest_id,year,mean_red_spot,mean_red_shell,mean_blue_spot,mean_blue_shell,mean_green_spot,mean_green_shell,spotiness,H_shell,S_shell,V_shell,H_spot,S_spot,V_spot
165,305_1,305,305_2018,2018,66.23,139.217,52.675,100.175,63.57,141.993,0.365007988,0.177729071,0.294514714,0.71790503,0.134008483,0.204668395,0.646461689
166,305_2,305,305_2018,2018,69.675,142.362,57.74,104.129,67.915,147.709,0.393662436,0.187087102,0.295054287,0.74680466,0.142334207,0.1708966,0.680087848
167,305_3,305,305_2018,2018,63.135,138.587,48.655,91.275,59.09,140.408,0.405160967,0.172871237,0.350042088,0.709891399,0.120074845,0.228998512,0.61625183
168,323_o1,323,323_2018,2018,74.9,163.362,62.77,111.099,70.27,151.422,0.181446226,0.128609777,0.320016812,0.825944951,0.102807709,0.161762001,0.731088336
169,323_o2,323,323_2018,2018,75.52,173.662,62.28,130.064,70.46,165.305,0.14816914,0.134769444,0.251038815,0.878020912,0.102969943,0.175305764,0.737140069
170,330_1,330,330_2018,2018,72.55,174.349,53.595,123.639,64.96,169.422,0.132635581,0.150512757,0.290815276,0.881494328,0.09992463,0.261194579,0.708150317
171,330_3,330,330_2018,2018,77.525,161.856,59.325,95.234,69.93,145.428,0.206308473,0.125565072,0.411610378,0.818330738,0.097133427,0.234874688,0.756710591
172,336_1,336,336_2018,2018,65.855,177.6,52.16,130.015,61.095,174.328,0.138357849,0.155206545,0.267964296,0.897931119,0.108771478,0.207961435,0.642801367
173,336_2,336,336_2018,2018,72.2,157.206,52.305,85.57,64.29,140.577,0.211424635,0.127980122,0.455687825,0.794820718,0.100418398,0.275655801,0.704734017
174,336_3,336,336_2018,2018,72.945,174.469,55.69,130.512,65.69,172.506,0.186249956,0.159215664,0.251944571,0.882101038,0.09675307,0.236373112,0.712005857
175,337_3,337,337_2018,2018,73.5,155.625,52.065,88.598,64.295,141.082,0.301816561,0.1305047,0.430722248,0.78682731,0.095032133,0.291485591,0.717423134
176,337_o1,337,337_2018,2018,77.56,145.372,53.635,82.796,68.64,131.866,0.341142133,0.130694842,0.430482027,0.734988978,0.10448055,0.308335453,0.757052221
177,337_o2,337,337_2018,2018,74.695,152.375,55.145,91.007,67.85,140.442,0.312922274,0.134252997,0.402744097,0.770395575,0.108283815,0.261375713,0.72908736
178,338_o1,338,338_2018,2018,74.1,153.36,58.77,98.805,71.01,147.595,0.232745902,0.149068781,0.355644817,0.775375655,0.132927403,0.206658954,0.723279649
179,341_o1,341,341_2018,2018,68.455,148.031,49.7,80.412,61.585,130.461,0.320728255,0.123351643,0.4568987,0.748432666,0.105607861,0.27395157,0.6681796
180,341_o2,341,341_2018,2018,74.795,154.444,61.255,99.343,70.205,143.111,0.240813614,0.132388828,0.356745032,0.780856271,0.110202499,0.181174688,0.730063446
181,352_1,352,352_2018,2018,84.165,146.564,56.955,91.39,74.61,138.984,0.208280339,0.143802032,0.376361195,0.741015633,0.108129495,0.323305314,0.821522694
182,375_1,375,375_2018,2018,77.875,156.23,55.32,109.031,70.36,154.77,0.166606751,0.161535908,0.302086302,0.789886141,0.111142042,0.289619714,0.760126892
183,375_2,375,375_2018,2018,80.125,156.017,60.545,107.424,74.34,153.855,0.222883682,0.159251252,0.311478664,0.78880923,0.117435649,0.244309136,0.782088824
184,375_3,375,375_2018,2018,79.925,172.088,61.23,130.455,72.93,170.834,0.088319091,0.161641595,0.241937908,0.870062896,0.10428263,0.233916125,0.780136652
185,408_1,408,408_2018,2018,79.22,153.839,58.155,86.316,70.205,133.959,0.1764884,0.117598171,0.43889832,0.77779744,0.0953605,0.265895938,0.773255247
186,408_2,408,408_2018,2018,75.25,141.657,53.645,76.723,66.85,121.987,0.153860197,0.116160555,0.458374882,0.716206241,0.101871176,0.287107848,0.734504636
187,408_3,408,408_2018,2018,80.36,151.646,57.09,88.704,70.55,135.911,0.128819941,0.125004077,0.415081465,0.766709811,0.09642595,0.289605851,0.784382626
188,418_1,418,418_2018,2018,77.015,144.221,52.51,72.773,67.015,121.474,0.353983404,0.113600279,0.495360289,0.729169616,0.098636985,0.318184581,0.751732553
189,418_2,418,418_2018,2018,54.985,123.647,43.035,57.607,49.915,99.789,0.39533024,0.106394322,0.534096487,0.62514915,0.095883499,0.21638432,0.53670083
190,418_3,418,418_2018,2018,83.56,150.716,61.965,84.367,75.17,133.987,0.349377189,0.124641357,0.440243158,0.762007806,0.102040495,0.258450058,0.815617375
191,424_1,424,424_2018,2018,71.615,164.762,53.26,120.016,65.24,161.389,0.186063199,0.154092707,0.271623729,0.833023237,0.108781566,0.256328182,0.699023914
192,424_2,424,424_2018,2018,74.51,159.473,58.84,119.266,69.795,161.962,0.227965244,0.176379799,0.263638585,0.818866666,0.11648215,0.210239058,0.727281601
193,424_3,424,424_2018,2018,71.46,162.303,55.43,122.925,66.16,163.405,0.202806727,0.171198578,0.248547274,0.82690052,0.111585527,0.224741772,0.697510981
194,431_1,431,431_2018,2018,76.285,168.254,58.28,114.232,68.45,160.082,0.153864111,0.141465451,0.321067166,0.850678504,0.094094419,0.235994448,0.744607126
195,431_2,431,431_2018,2018,77.34,160.292,53.525,98.904,66.7,150.67,0.205786464,0.140536316,0.382941878,0.810423282,0.092151152,0.307817576,0.754904832
196,431_3,431,431_2018,2018,83.455,172.026,58.28,127.527,72.485,170.037,0.102134221,0.159219962,0.258676431,0.869749429,0.094090329,0.301685291,0.814592485
197,432_o1,432,432_2018,2018,78.815,175.248,59.05,126.766,70.565,169.717,0.159626632,0.147662782,0.27665305,0.886039598,0.097065973,0.250985472,0.769302099
198,432_o2,432,432_2018,2018,71.265,162.237,55.06,105.527,64.74,153.044,0.229631928,0.139639882,0.349547183,0.820257043,0.099609885,0.227279907,0.695607614
199,460_1,460,460_2018,2018,94.01,150.579,63.53,88.967,80.525,131.577,0.102923494,0.115254298,0.409120972,0.761315146,0.092933987,0.324218948,0.917618351
200,460_2,460,460_2018,2018,82.885,130.627,51.395,65.116,68.785,107.205,0.301059321,0.107075427,0.501492789,0.660439461,0.092038514,0.379913482,0.809028795
201,483_3,483,483_2018,2018,74.1,152.192,51.52,86.293,64.795,137.945,0.241030107,0.13062486,0.432992403,0.769470342,0.097978518,0.304950802,0.723279649
202,483_o1,483,483_2018,2018,80.565,166.207,59.77,116.23,73.025,162.56,0.163730979,0.154517587,0.300692803,0.840329039,0.106269165,0.258182309,0.786383602
203,483_o2,483,483_2018,2018,74.13,150.008,54.905,94.229,68,142.729,0.173830583,0.144913356,0.371912684,0.758428216,0.113962947,0.258873959,0.723572475
204,486_1,486,486_2018,2018,67.25,170.312,54.18,133.572,62.705,165.236,0.242006329,0.143633896,0.215729406,0.861083585,0.10876869,0.194440891,0.656417765
205,486_2,486,486_2018,2018,74.67,166.819,62.555,132.985,70.275,163.955,0.350573807,0.152557473,0.202854062,0.843423262,0.106285109,0.162246136,0.728843338
206,512_1,512,512_2018,2018,77.57,164.036,54.115,106.921,68.565,157.82,0.230982962,0.14856709,0.348316405,0.829352641,0.102721728,0.302354265,0.757149829
207,512_2,512,512_2018,2018,75.005,167.836,55.415,128.078,69.37,170.95,0.179841293,0.178765235,0.250790315,0.864309261,0.11895382,0.260878031,0.732113226
208,517_1,517,517_2018,2018,74.06,145.002,57.125,87.883,68.97,132.292,0.310430841,0.12958042,0.393918738,0.733118289,0.116570923,0.228665427,0.722889215
209,517_2,517,517_2018,2018,73.14,140.503,55.37,80.428,68.26,128.422,0.368397758,0.133144777,0.42757259,0.710371711,0.120905298,0.242919937,0.713909224
210,517_3,517,517_2018,2018,68.005,155.519,53.63,96.037,63,146.668,0.262063685,0.141877746,0.38253106,0.786291383,0.108540938,0.210893503,0.663787213
211,524_o1,524,524_2018,2018,75.29,149.507,53.635,86.159,67.09,135.555,0.284314072,0.129951372,0.423738294,0.755895201,0.10360443,0.287554771,0.734895071
212,524_o2,524,524_2018,2018,83.535,156.134,60.685,92.674,75.31,141.315,0.244016449,0.12774958,0.406454798,0.789400773,0.106654442,0.273492053,0.815373353
213,527_3,527,527_2018,2018,79.86,164.915,53.415,98.647,68.86,152.423,0.149618788,0.135249178,0.401838455,0.833796793,0.097325091,0.331072175,0.779502197
214,527_o1,527,527_2018,2018,78.825,152.107,55.12,83.517,69.95,134.413,0.161188646,0.123676191,0.450937249,0.769040589,0.10422584,0.30071984,0.769399707
215,527_o2,527,527_2018,2018,86.53,158.097,58.725,88.181,75.42,138.976,0.146907184,0.121057124,0.442242671,0.799325541,0.100146327,0.321438425,0.844607126
216,530_1,530,530_2018,2018,70.28,149.776,52.495,101.16,64.4,146.485,0.234351081,0.155391065,0.324831399,0.757255243,0.111609962,0.253127309,0.685993168
217,530_2,530,530_2018,2018,74.155,150.521,53.75,93.08,66.29,141.655,0.356866912,0.140941969,0.381637483,0.761021903,0.102389991,0.275143911,0.723816496
218,530_3,530,530_2018,2018,76.455,151.266,58.135,101.768,70.01,146.451,0.218623993,0.150465165,0.327212416,0.764788562,0.10782975,0.239816893,0.746266472
219,538_1,538,538_2018,2018,68.66,146.26,56.17,95.659,65.925,142.916,0.359696911,0.155671639,0.34630325,0.739478634,0.130162249,0.181915494,0.670180576
220,538_2,538,538_2018,2018,70.47,136.237,55.375,88.199,67.855,132.133,0.290917645,0.152433084,0.352637178,0.688803163,0.13779526,0.21420815,0.687847731
221,538_3,538,538_2018,2018,74.72,135.836,58.305,82.251,70.045,124.949,0.370418197,0.132849125,0.394686677,0.68677574,0.119198465,0.219544665,0.729331381
222,548_3,548,548_2018,2018,80.415,135.076,52.295,79.874,71.37,127.873,0.20623137,0.144916142,0.408767129,0.682933242,0.113064808,0.349727174,0.784919473
223,548_o1,548,548_2018,2018,88.395,128.802,57.475,74.273,79.28,118.954,0.29528992,0.136567223,0.42335471,0.65121241,0.117534574,0.349861975,0.862811127
224,548_o2,548,548_2018,2018,80.255,134.457,55.54,78.115,73.125,124.717,0.241501617,0.137864993,0.418974239,0.679803628,0.118562583,0.307967222,0.783357736
225,555_1,555,555_2018,2018,75.435,147.448,61.725,79.554,70.79,124.625,0.255307472,0.110617272,0.460873459,0.745485065,0.110204551,0.181745681,0.736310396
226,555_2,555,555_2018,2018,66.23,158.754,52.335,91.287,60.69,140.246,0.39987051,0.12094944,0.42497267,0.802647279,0.100244094,0.209846977,0.646461689
227,564_1,564,564_2018,2018,92.43,161.859,66.295,106.872,82.785,153.007,0.13760721,0.139813142,0.339943057,0.818345906,0.105175322,0.282448149,0.902196194
228,564_2,564,564_2018,2018,75.665,159.6,55.145,106.356,67.65,153.922,0.157890799,0.148954982,0.333799556,0.806924586,0.101540105,0.271098885,0.738555393
229,564_3,564,564_2018,2018,97.27,173.313,61.865,112.065,81.235,161.501,0.061739652,0.134524131,0.353462192,0.876256396,0.091357238,0.363788448,0.949438751
230,2582_1,2582,2582_2018,2018,78.48,160.29,67.89,126.574,75.95,162.242,0.202408914,0.175809246,0.219851874,0.820282323,0.126850247,0.134940062,0.766032211
231,3502_1,3502,3502_2018,2018,68.565,162.94,55.345,102.155,64.02,149.863,0.260508798,0.130807184,0.373057667,0.823811354,0.109367931,0.192836969,0.669253295
232,3502_2,3502,3502_2018,2018,73.1,152.835,55.355,90.518,67.235,136.289,0.295935072,0.122402004,0.407762736,0.772721298,0.111532309,0.242739539,0.71351879
233,3512_1,3512,3512_2018,2018,72.99,136.445,54.49,71.284,64.775,109.654,0.414075591,0.098159125,0.477517155,0.689854794,0.092736264,0.253373255,0.712445095
234,3512_2,3512,3512_2018,2018,70.67,159.145,52.22,90.844,60.825,134.982,0.291200459,0.107698805,0.429166934,0.804624143,0.077660857,0.261022858,0.689799903
235,5042_o1,5042,5042_2018,2018,81.175,121.918,55.16,64.248,73.52,106.986,0.43839963,0.123526093,0.472937983,0.616407467,0.117617172,0.320488657,0.792337726
236,5042_o2,5042,5042_2018,2018,76.225,141.027,55.305,86.535,70.13,133.45,0.36224235,0.143495484,0.386395189,0.713021013,0.118069254,0.274265888,0.744021474
